,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category
2023-11-12,5.872259382737407,4.802499079557507,4.697426007062408,3.458934559189717,2.434971550082342,1.0739570302298374,1.4138005917261198,3.0178461324852464,5.198141143063834,11.338382400091907,17.775227140265823,22.04867714856817,21.045136545331417,24.650288126752425,23.55839015064389,25.586558465439666,24.327008928717255,16.958187867616207,11.24619330681225,8.17759953402837,4.864461167327517,3.4945642209279484,2.5502767243887168,1.8059907835062734,A,A,A,A,A,A,A,A,A,B,B,C,C,C,C,C,C,B,B,A,A,A,A,A
2023-11-13,1.608312135373236,0.9103631955518087,1.677479144631291,2.2647739506065663,2.456261148965586,3.501641045851276,7.220989022534144,14.080101352463183,16.171565730160896,18.74501971867314,23.692496433358542,21.78096294658589,19.460170269978814,19.951914369364772,20.360014589055314,22.17398648190124,22.078161624672394,16.792554076725693,9.694917078797047,7.244858769628179,4.90567153568559,2.768313715221611,2.0256441620859658,1.8132284950516786,A,A,A,A,A,A,A,B,B,C,C,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-11-14,1.9427351634403907,1.199798048608076,1.2182169680641106,1.3247237121013715,1.5253511366042267,3.430290025869272,6.369885164436103,14.123375925893367,15.907377539134776,17.330078030435164,16.963408681076682,18.368592838765082,21.195418152082695,19.695198670157264,20.18370296644355,21.607101883502153,20.87261006016088,19.09381776418088,10.01776952353821,4.983378180773026,4.998976764336411,2.6060570941033188,1.5346979549568458,1.6439856235312575,A,A,A,A,A,A,A,B,B,B,B,C,C,C,C,C,C,C,A,A,A,A,A,A
2023-11-15,1.4464236922793208,1.1371075761283942,1.1129309306849597,1.0352308570356024,1.7818123088767777,3.179593987945917,7.0250972200989965,13.735514918001963,17.841405210583567,16.851178724970776,15.819079236007934,18.088306752031283,19.418451147859972,21.118358321937244,21.401748011998798,25.02489551385181,23.937577058923466,17.338114953037746,11.318669043858783,7.8239570457977425,4.794239948673625,6.272500826975469,2.7000791908415134,2.4807290121306615,A,A,A,A,A,A,A,B,B,B,B,C,C,C,C,C,C,B,B,A,A,A,A,A
2023-11-16,1.1846975018341728,1.8007823155679075,1.7338999704536313,1.8122437162359073,1.6232503424932558,3.3264919765052032,6.233572551336618,13.862337135089392,16.146602518079806,16.56912451514335,17.77579721538137,19.61734444047106,20.47295756171151,21.572076937697876,24.9392824654031,25.427431171442734,22.990635684179477,18.526677605121623,10.504039857125736,6.777360725324181,4.761234090026571,5.744467550183656,3.379635262480895,1.7545092514338136,A,A,A,A,A,A,A,B,B,B,B,C,C,C,C,C,C,C,A,A,A,A,A,A
2023-11-17,2.1931554898612005,0.7646250138460926,1.604344656668016,2.003869147916673,2.9863349491982287,2.6725369753271915,6.127681648780535,12.35522530765942,16.076493574136578,19.639619282947578,20.3457251697452,22.06125044094902,21.539567933960132,25.19785141423185,28.315939970275924,28.40264781960617,25.00165335757157,17.908846280501937,11.444935422592385,8.204100314046675,5.737545222384933,5.608725957418857,3.5769747933419067,3.0428056108546633,A,A,A,A,A,A,A,B,B,C,C,C,C,C,D,D,C,B,B,A,A,A,A,A
2023-11-18,1.4164983635418011,1.2568011300550792,1.8590649660904426,2.0600902178651705,1.0537319669160428,1.3996442731633378,2.851260591855895,4.250798846568854,8.01925927277523,13.651898783300629,19.500017353592085,16.842644349513673,14.676817871664444,17.905258449510146,15.493060766354287,17.953779569958854,17.393131755258203,11.516607044701209,8.556674577500317,5.655860792866083,4.065619380960139,3.3765813369170665,2.523083223476631,2.4519452753163953,A,A,A,A,A,A,A,A,A,B,C,B,B,B,B,B,B,B,A,A,A,A,A,A
2023-11-19,1.2808646838169309,1.0506809535958106,1.1299905934944088,0.9012413024598585,0.7864065843845589,0.8866369050583417,1.3427589004735474,3.161697881112838,4.500351639897643,10.685821802689048,17.65934096618475,20.972559454477327,20.599421235459232,21.567632126657653,22.753329941638526,25.31887669752166,23.31513733298414,16.505468562659175,10.628869135879068,8.062743113423737,5.850284713818791,3.986883317471042,2.199719111157553,1.6939455273553685,A,A,A,A,A,A,A,A,A,A,B,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-11-20,1.4589307884368232,1.10081420324968,0.7384096947587226,1.392080504819023,1.5200420287060812,3.061109252204654,7.030328070575975,13.906203864898965,15.3777704906935,17.547856718129434,19.186817858073162,20.33691243462577,19.914512673669634,19.517618763808606,20.820516415349005,20.628502771321056,26.408385390183287,16.916142625751814,9.950233279960935,6.184970227700369,3.2901649939291038,3.245055068214368,1.9761542537588042,1.7314343369243157,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,C,D,B,A,A,A,A,A,A
2023-11-21,1.6569280733318366,1.271953454462977,1.5125109184402477,0.9020055061446638,1.8891648721214855,2.8368174124165226,6.843577425880585,14.449070774654277,16.4203208738172,15.527571386136405,17.029470415764138,17.673949889667153,18.571343708985665,18.746773157992187,21.42690604718564,23.19147800009787,24.787591199056788,20.420461945522064,9.911631606221684,6.888266830158749,4.5754362243980955,3.3366638978890615,2.339673617638385,1.8086239817335736,A,A,A,A,A,A,A,B,B,B,B,B,C,C,C,C,C,C,A,A,A,A,A,A
2023-11-22,1.482190800771577,1.6615030754510263,1.999249720431321,1.6598144368742636,1.7573765757810598,3.204212133735118,6.791954976443178,14.058298304761388,17.16061356982939,17.10481988782423,16.909863419105267,20.226188558705207,20.704338243602315,19.131000038179064,22.600425730899016,23.368262845437066,26.23498172150132,18.92037909566318,10.72410232450626,6.18648178581231,3.190430893584804,4.904489294335785,3.3010994210481734,1.7156174688816193,A,A,A,A,A,A,A,B,B,B,B,C,C,C,C,C,D,C,A,A,A,A,A,A
2023-11-23,1.6293945148118387,1.0227981626645297,2.1575611793806457,2.0771590273855334,2.3850590193968206,3.10500572177809,7.116201759401895,13.766571706502363,16.33941466200965,17.126841568138303,16.796570652891095,17.42336686460132,16.9302331938799,20.3278317811117,20.984940064125464,21.912625715218855,22.796745835577912,17.226431741186257,9.520533105948228,6.409937456638823,4.991280417421807,3.8183041689893855,3.0437899705256273,2.536048701976424,A,A,A,A,A,A,A,B,B,B,B,B,B,C,C,C,C,B,A,A,A,A,A,A
2023-11-24,1.3840215891707497,1.4531789310742975,1.963973281695649,2.214804694182735,1.651008174773615,3.3027877581453082,6.535305782263991,12.816831684801102,15.591341506031675,19.379325065265515,21.50347468974981,22.464630396440064,22.170262021275146,24.335998043154884,27.73276825938678,25.78827711244454,25.237079084302604,17.388727761132436,11.756116301245106,8.754691134802732,4.948643042725617,4.153593714315681,3.8979513057055137,2.3222415533090746,A,A,A,A,A,A,A,B,B,C,C,C,C,C,D,C,C,B,B,A,A,A,A,A
2023-11-25,1.7513030638953768,0.96857639049886,0.8369584921401046,1.1049841456666085,1.388259372480069,1.3251732911491083,2.2158687367934404,4.293260746541421,6.988462306597869,13.543449478544803,17.20593853927316,19.934955261606195,20.980137707682296,18.440226965225943,17.39125554467402,18.285535233090737,16.54359869709663,12.72577134302702,9.163025718867107,7.9100580525632855,6.5846041765026175,6.753788349879685,2.978898250119481,2.3240408594002586,A,A,A,A,A,A,A,A,A,B,B,C,C,C,B,C,B,B,A,A,A,A,A,A
2023-11-26,1.768217802231628,1.6188246008633729,1.4589078414844232,1.351298464240486,1.213798056296833,0.9519087320808939,1.944100579664107,2.726227839284573,5.0852795811305604,11.316390174968186,20.119779004242776,24.786276869110477,23.391777104856256,28.116606366108357,25.732941511519808,24.76387060833803,23.4448963233839,14.8728850717941,11.637140131617178,9.633950586369844,6.771596446702413,3.537494942425685,2.301828752308708,1.5345358740334336,A,A,A,A,A,A,A,A,A,B,C,C,C,D,C,C,C,B,B,A,A,A,A,A
2023-11-27,0.9247692808136501,0.8731877169649521,1.4793200512800533,1.1757096953955146,1.8716028468004806,2.816772033817018,7.329874653283006,13.939375810681291,15.02838054639705,16.924451956019244,20.871877070623725,20.568768392943195,21.364732603220858,22.916923308851537,21.281180582105577,24.187158649048257,25.373179694917393,17.0979495128028,9.825280145415311,6.387208567871058,3.08804110296728,3.319312922491423,2.165965875441748,2.2328586450509245,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-11-28,1.3541474461015197,1.0805334355313596,1.7327527614242308,1.5185521875257093,2.1216603285408913,2.927131311232136,7.167058710261536,14.974279388281358,17.299413724116445,16.03560792065453,16.28956581379426,18.52906327030133,19.232020367001496,21.728644172520223,21.491778157276777,21.44524156179122,24.211003946568777,15.831493248157708,9.90812156639232,6.980536749780281,3.540321873905379,2.8755842170783343,2.015902066770991,1.450203721126806,A,A,A,A,A,A,A,B,B,B,B,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-11-29,1.3599659019994135,0.8065445845890777,1.1502046255847778,1.5299234706653755,1.7853343071482828,3.0159088112399166,6.344204037878637,12.952693558053925,15.387801212929272,17.39515084214694,16.644594324417305,19.161776965673543,20.07179568645507,19.782415953980383,21.48127585144952,25.478504650893235,24.40758490846234,18.79164097561266,11.253833467277493,8.888439423280547,8.403391876303083,7.466843863414692,3.758371490155876,1.298322876540632,A,A,A,A,A,A,A,B,B,B,B,C,C,C,C,C,C,C,B,A,A,A,A,A
2023-11-30,2.137565607224136,2.0103808071886426,1.336835685150372,1.3551496889337258,2.035372167665944,3.3026965385535676,6.876193032110565,13.049638898997825,16.566943155314256,16.07312782296963,16.378491478262006,20.28604785593934,21.06202974170365,20.989934015988805,21.876962994430986,26.11364647893549,24.716325045461712,17.372854609028348,10.2910835292842,6.5785658160611336,5.479348204023091,3.728922690701793,2.4526139731470242,1.6230782368194978,A,A,A,A,A,A,A,B,B,B,B,C,C,C,C,D,C,B,A,A,A,A,A,A
