,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category
2024-02-12,0.6268138258588368,0.580407093704008,0.7159857573200923,1.4793932499169078,2.4777382086397424,6.937801957906226,11.385419965970334,20.901953837953823,24.607083831095412,17.066415320339967,17.137184833490245,15.974027491850634,15.6741272605054,15.41896149383872,16.239693626973427,16.66449784354625,16.55304330272057,15.982393605516409,12.313039646858075,6.850055797504349,4.338650361836091,3.465086798336395,1.7689293765626315,1.2176110507277018,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-02-13,0.8550284944103529,0.7629836690301087,0.7594232785965693,1.0773563555508172,1.847094348428866,5.102486603115061,11.78862052927545,22.045504133782725,24.3075729274005,18.229042769113516,17.294912603590536,16.88651655095496,15.408009539708624,15.485207595988667,16.610536897851457,14.942956403256577,14.183031351129967,15.870685359279788,14.519263138634194,6.405649075588367,4.268838231970373,4.065520078882744,2.3196086738145913,1.3912972941773276,A,A,A,A,A,A,B,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-02-14,0.7848017368847321,0.5296891121888612,0.8657723272495718,0.8975613847027871,2.0744149453085017,5.159427490161116,10.246703950115483,20.35546569154653,22.900237195763047,17.102769864116883,16.36621523280573,15.591356973420195,15.926831763150926,15.691523107579718,16.265410771477264,15.990910667469864,16.00332633832833,15.38040695532622,11.798769497296172,7.3915293533204585,4.3237479439986855,3.5085671174542745,3.027004703116148,1.4150203908132644,A,A,A,A,A,A,A,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-02-15,0.9172272859457038,0.9822332284757362,0.7726914100311054,1.4135106491023681,2.2206101440963035,5.190910586892655,10.888415999985295,20.11867598908354,22.898578943848,18.212889046953038,15.363819378133444,15.875161508188048,15.321672608662556,17.39372643800088,15.792561552822535,16.541474144083775,16.568082209481968,16.220916334310147,12.672905607085482,6.967281817752321,5.255667142742835,4.496769027026153,3.1244968469360304,1.6204026511197998,A,A,A,A,A,A,A,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-02-16,1.1033860329350842,1.0357539717583322,0.6872833684777571,0.8020329059649175,1.9749612792535327,4.573087830645204,10.225574688771692,18.06081007282892,21.537973122239737,17.907562221035207,17.841330690973294,18.52241392151661,19.138027924942282,19.01112450340682,20.325424954865337,18.953373687062783,20.20116110845998,18.67668210039034,12.553000377789232,7.979234570895894,4.332259598919039,4.119585131003011,3.707202633079656,2.374042067901388,A,A,A,A,A,A,A,C,C,B,B,C,C,C,C,C,C,C,B,A,A,A,A,A
2024-02-17,1.1094473012362267,0.3776840309323908,0.7333499779891322,0.7501344151889238,1.098360816530526,1.9794442463016952,3.887847335210839,7.291552353279309,9.7328205648231,13.1458157232753,15.169252397078436,16.99589146919873,15.35569748979293,13.062188950280234,12.94003383238423,10.383565548604482,11.624531725127435,12.215251296361291,10.820141448671487,5.015516494583424,4.202642137743797,3.0174006608819077,3.7741331306272383,2.605054043351272,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,B,B,A,A,A,A,A,A
2024-02-18,1.4146055874085492,0.8993133499797064,0.631925650459966,0.47091280113900896,0.8273242271858164,1.6133375082254213,2.7839625379379007,4.375422793946721,6.770585404260267,10.27640159455983,14.217358910813827,16.478005806254895,16.60606376095512,14.398101605508847,12.751905814991504,11.756639942163881,11.804110127312663,10.086586752387543,7.709882943392281,4.8077901666601734,4.002591340405045,2.5441188985480787,1.7386469128692057,0.7162922332870605,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2024-02-19,0.8723809031325956,0.5879651088333999,0.9682241861540392,1.157772875860061,2.680445888377829,6.240854125546112,12.738979038850646,20.678174436370078,20.677028213545295,17.80518474499143,17.10347448571732,17.973041901803395,16.70247028159807,17.28324501190779,16.455698906236535,15.16925512439785,15.12457376822824,14.902099894489185,9.581576984466736,5.76297454717266,4.013235257623053,3.313906540864814,2.1430939529530324,1.2751959337666678,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A
2024-02-20,0.7982980831294572,0.44185915093013695,0.7719940900220528,0.8657312769918099,2.038104393165526,4.960786370092793,11.251018847657404,19.795153976109376,21.032238172909583,16.985247099897222,15.666972360139026,17.207049526293833,15.278733079089015,15.157007506115765,14.813512179159952,14.541479359640311,15.700921930659154,13.744124000156942,11.474057775801429,6.551579842027615,4.462680117189363,3.0929442944920638,2.4026348381707585,1.5697441344995076,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-02-21,0.5363224653863629,0.6040597059035333,0.6483960126160829,1.0936997747334916,2.200476138033249,4.796806756623433,10.865171630301301,19.28438992317035,20.408119970440765,15.166236433341783,15.642456665437814,15.903753265359798,14.332776535088922,14.948471995332522,14.803130842120206,14.434124589410738,15.59606109145573,15.24094172222465,10.801120597431183,6.176843804931265,4.922877930878094,3.5319619452447633,2.3158228124554543,1.749579427915148,A,A,A,A,A,A,A,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A
2024-02-22,0.7356824529587169,0.54070055050199,0.5619635832014664,1.2941210849665816,2.2778644648219766,4.822666074624537,10.115613733981984,19.122267489004333,20.659965209817045,16.165585065831696,16.353332445250388,17.29872849026854,15.964389226252024,16.71809375466824,16.371197571236905,15.319952280609165,14.89246362977222,15.565590932796809,11.463249817609292,6.7146219994667895,4.77415375840427,3.595208066517013,2.7265991255193462,2.105962503465128,A,A,A,A,A,A,A,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-02-23,1.193150428340262,0.6704438109602764,0.8160256492841481,0.8900566002550641,2.1773699443936034,4.580784439563445,9.459187624592673,17.492709926614456,18.876521930168412,18.20354139437745,19.280541761703628,19.06184236953828,19.519653911856295,20.48944475925276,19.36939222424201,17.97857736257419,17.422537819772074,14.154022540517746,10.993997179869906,7.3060541609336545,3.7255984880228477,3.2219706325404918,3.5735546934138918,2.659137058502979,A,A,A,A,A,A,A,B,C,C,C,C,C,C,C,B,B,B,A,A,A,A,A,A
2024-02-24,0.8925627489447412,0.7037778713361225,0.4572217902057569,0.8992612053621526,1.2407250773977052,2.2153741331078862,4.297746972117973,7.611337624838856,9.4300237705036,12.160060140734366,15.375761321850806,15.55176656221263,15.346634084371,13.370506584419974,11.483255598813674,10.667466261651533,11.011266231011083,10.441299862791247,8.591338652754839,5.170343285314423,3.7129140839049075,3.054911780866453,2.622860086061361,1.7799753258750846,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,B,A,A,A,A,A,A,A
2024-02-25,1.090508296911357,0.9175196445763482,0.5149175450839614,0.5784088629838009,0.7235660051612258,1.5791046439607155,2.5217484548370273,4.091038271906062,6.05153676537497,9.98589523284007,12.524931727224311,15.333104270548391,14.236101454917753,13.768065659057616,11.817183619283993,11.117971200504003,11.628717722759502,9.800308922836898,7.935919090836049,5.051804445798327,3.894970097221641,2.268542570044067,2.2945232473204507,1.1868149512634678,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2024-02-26,0.6816333685767064,0.7824168367023049,0.5377133739027826,1.282864221517784,3.2496945354348066,5.6340866462137305,13.064359875875901,21.44636390134925,22.917005892478,17.32551565967077,16.553798224796154,14.996344021558954,14.006776526801616,14.346689011603749,14.333551651190211,15.81915511360331,14.836295421904408,14.576311171634563,10.61015558932316,6.5487825685993,4.638466303435813,3.2468580841867465,1.9671132136196348,1.266016616661636,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A
2024-02-27,0.9986406812712747,0.46593404100805763,1.091110370117372,0.9760370608861947,2.175194904694485,5.368955789466433,11.385361681274219,21.899804075955572,23.123368658610907,17.2890969376167,15.79686354866415,14.769762183455343,15.007536931039775,15.449217214505117,18.214461170456538,17.48579036883478,14.87835492034709,15.397958252130824,12.95597707921606,7.282203921748282,4.408854868781081,3.206817603694527,2.3676316555109267,1.5852390585994276,A,A,A,A,A,A,B,C,C,B,B,B,B,B,C,B,B,B,B,A,A,A,A,A
2024-02-28,0.7430477456896307,0.38551188305503264,1.1252927768504761,1.0555241634056574,2.5972977584746,4.96706413375055,11.663270720092209,21.711901820937165,24.06676605620225,17.329310355639976,16.850408932090822,14.049075441216067,14.932454263055675,14.359707989419217,15.623609976973848,15.879764380797829,16.59908312381631,15.93930099665281,11.478690749201695,6.811958843554419,4.9419734368040045,3.7844578441765866,3.0881578365008355,1.5860545391337053,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-02-29,0.798434479574605,0.4932335378888144,0.8179641666544158,1.4937164475826978,1.9651829891405046,4.878143132289075,11.951859143259425,20.710699629490158,23.768548693299262,17.739657580050093,15.820083246359854,15.184742642166432,15.737245853271105,16.06451362736923,16.164220520753794,16.013302858857696,16.291727585322842,15.42710807647631,12.593972337581318,6.736028456777837,4.581237780961383,3.992080020688698,3.036642290471368,1.4743110120190046,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
